Gender|Customer Type|Age|Type of Travel|Class|Flight Distance|Food and drink|On-board service|Leg room service|Departure Delay in Minutes|satisfaction|Customer ID|isPilot
Female|Loyal Customer|33.0|Personal Travel|Eco|591|3|4|2|24|neutral or dissatisfied|47371|False
Male|disloyal Customer|19.0|Business travel|Eco|1028|4|4|5|0|neutral or dissatisfied|47372|False
Female|Loyal Customer|41.0|Personal Travel|Eco|433|2|4|2|0|neutral or dissatisfied|47373|False
Male|disloyal Customer|25.0|Business travel|Business|452|3|4|4|44|satisfied|47374|False
Male|Loyal Customer|56.0|Business travel|Business|2730|5|5|5|12|satisfied|47375|False
Female|Loyal Customer|39.0|Business travel|Business|2602|3|4|4|0|satisfied|47376|False
Female|Loyal Customer|49.0|Business travel|Business|2854|1|5|4|33|neutral or dissatisfied|47377|False
Male|Loyal Customer|42.0|Business travel|Eco|787|5|3|4|33|satisfied|47378|False
Female|Loyal Customer|32.0|Business travel|Eco|1774|3|1|1|0|satisfied|47379|False
Male|Loyal Customer|59.0|Personal Travel|Eco|733|1|2|3|1|neutral or dissatisfied|47380|False
Male|Loyal Customer|28.0|Business travel|Business|910|5|3|2|0|satisfied|47381|False
Female|Loyal Customer|57.0|Business travel|Business|2241|4|4|5|0|satisfied|47382|False
Female|disloyal Customer|23.0|Business travel|Eco Plus|2327|2|4|2|315|neutral or dissatisfied|47383|False
Female|disloyal Customer|44.0|Business travel|Business|258|3|5|5|7|neutral or dissatisfied|47384|False
Female|Loyal Customer|52.0|Personal Travel|Eco|481|1|5|2|0|neutral or dissatisfied|47385|False
Female|disloyal Customer|36.0|Business travel|Eco|236|5|1|5|0|neutral or dissatisfied|47386|False
Female|Loyal Customer|28.0|Business travel|Business|3628|4|3|2|0|satisfied|47387|False
Female|Loyal Customer|41.0|Business travel|Eco|192|3|2|4|0|neutral or dissatisfied|47388|False
Female|Loyal Customer|38.0|Business travel|Eco|239|2|3|1|1|satisfied|47389|False
Female|Loyal Customer|11.0|Personal Travel|Eco|899|3|5|2|24|satisfied|47390|False
Female|Loyal Customer|28.0|Business travel|Business|3733|5|4|4|3|satisfied|47391|False
Male|Loyal Customer|32.0|Personal Travel|Business|1235|5|4|2|6|neutral or dissatisfied|47392|False
Female|Loyal Customer|41.0|Personal Travel|Eco|1990|3|2|2|5|neutral or dissatisfied|47393|False
Male|Loyal Customer|47.0|Personal Travel|Eco|1034|3|3|4|183|neutral or dissatisfied|47394|False
Male|Loyal Customer|71.0|Business travel|Business|3269|4|1|1|184|satisfied|47395|False
Female|Loyal Customer|77.0|Business travel|Business|1974|5|3|3|0|neutral or dissatisfied|47396|False
Female|disloyal Customer|26.0|Business travel|Business|994|1|4|4|0|neutral or dissatisfied|47397|False
Female|disloyal Customer|25.0|Business travel|Eco|913|3|2|3|0|neutral or dissatisfied|47398|False
Female|Loyal Customer|39.0|Business travel|Business|3007|4|5|5|1|satisfied|47399|False
Male|Loyal Customer|62.0|Personal Travel|Eco|502|5|5|4|73|neutral or dissatisfied|47400|False
Female|Loyal Customer|52.0|Business travel|Business|489|1|5|5|0|satisfied|47401|False
Female|disloyal Customer|25.0|Business travel|Business|731|5|3|4|0|satisfied|47402|False
Female|Loyal Customer|28.0|Personal Travel|Eco|563|1|4|2|0|neutral or dissatisfied|47403|False
Female|Loyal Customer|57.0|Business travel|Business|3535|4|5|5|0|satisfied|47404|False
Male|disloyal Customer|57.0|Business travel|Business|777|2|3|2|0|satisfied|47405|False
Female|Loyal Customer|42.0|Business travel|Business|3142|5|4|4|6|satisfied|47406|False
Male|Loyal Customer|37.0|Business travel|Business|328|2|2|2|19|neutral or dissatisfied|47407|False
Male|Loyal Customer|26.0|Business travel|Eco|1173|5|3|5|0|satisfied|47408|False
Male|Loyal Customer|32.0|Personal Travel|Eco|838|2|4|3|0|neutral or dissatisfied|47409|False
Male|Loyal Customer|50.0|Business travel|Business|331|3|4|4|73|satisfied|47410|False
Male|Loyal Customer|26.0|Personal Travel|Business|631|4|2|4|7|neutral or dissatisfied|47411|False
Male|Loyal Customer|45.0|Business travel|Business|3038|5|4|4|0|satisfied|47412|False
Male|Loyal Customer|52.0|Business travel|Business|334|3|4|4|0|satisfied|47413|False
Female|Loyal Customer|57.0|Business travel|Business|3038|3|5|5|0|satisfied|47414|False
Male|Loyal Customer|49.0|Business travel|Business|1809|2|3|3|65|neutral or dissatisfied|47415|False
Female|Loyal Customer|49.0|Business travel|Business|89|2|3|3|37|neutral or dissatisfied|47416|False
Female|disloyal Customer|54.0|Business travel|Eco|423|3|1|3|1|neutral or dissatisfied|47417|False
Female|Loyal Customer|25.0|Business travel|Business|3248|5|3|2|0|satisfied|47418|False
Male|Loyal Customer|18.0|Business travel|Eco Plus|2300|4|1|5|3|satisfied|47419|False
Male|disloyal Customer|24.0|Business travel|Business|1076|3|5|2|0|satisfied|47420|False
Female|disloyal Customer|8.0|Business travel|Eco|634|5|2|5|0|satisfied|47421|False
Female|Loyal Customer|27.0|Business travel|Business|967|2|3|2|0|neutral or dissatisfied|47422|False
Male|disloyal Customer|26.0|Business travel|Business|1389|4|5|2|13|satisfied|47423|False
Female|Loyal Customer|38.0|Business travel|Business|192|4|5|5|0|satisfied|47424|False
Male|Loyal Customer|51.0|Business travel|Business|2888|5|4|4|0|satisfied|47425|False
Female|Loyal Customer|63.0|Personal Travel|Business|349|3|2|4|0|neutral or dissatisfied|47426|False
Female|Loyal Customer|41.0|Personal Travel|Eco|187|5|4|5|0|neutral or dissatisfied|47427|False
Male|disloyal Customer|21.0|Business travel|Eco|780|4|1|2|37|neutral or dissatisfied|47428|False
Male|Loyal Customer|65.0|Business travel|Business|3193|2|2|2|0|neutral or dissatisfied|47429|False
Female|Loyal Customer|27.0|Personal Travel|Eco|179|4|2|5|0|neutral or dissatisfied|47430|False
Male|Loyal Customer|47.0|Personal Travel|Eco|226|5|4|4|3|neutral or dissatisfied|47431|False
Female|Loyal Customer|30.0|Personal Travel|Eco|829|5|5|4|13|neutral or dissatisfied|47432|False
Male|disloyal Customer|35.0|Business travel|Business|986|5|3|4|0|neutral or dissatisfied|47433|False
Male|Loyal Customer|22.0|Business travel|Business|895|3|4|3|0|neutral or dissatisfied|47434|False
Female|Loyal Customer|40.0|Business travel|Eco|946|4|2|5|0|neutral or dissatisfied|47435|False
Female|Loyal Customer|21.0|Personal Travel|Eco|1089|4|3|5|0|neutral or dissatisfied|47436|False
Male|Loyal Customer|15.0|Personal Travel|Eco|1074|3|4|3|0|neutral or dissatisfied|47437|False
Female|Loyal Customer|51.0|Business travel|Business|562|3|4|4|0|satisfied|47438|False
Female|Loyal Customer|9.0|Personal Travel|Eco|983|1|4|4|0|neutral or dissatisfied|47439|False
Female|Loyal Customer|47.0|Personal Travel|Eco|649|2|3|3|0|neutral or dissatisfied|47440|False
Female|Loyal Customer|40.0|Business travel|Eco|102|4|4|5|0|neutral or dissatisfied|47441|False
Male|disloyal Customer|25.0|Business travel|Eco|199|2|2|2|6|neutral or dissatisfied|47442|False
Female|Loyal Customer|13.0|Personal Travel|Eco|1180|4|3|2|27|neutral or dissatisfied|47443|False
Female|Loyal Customer|38.0|Business travel|Eco|237|4|2|4|0|satisfied|47444|False
Female|disloyal Customer|41.0|Business travel|Eco|604|2|5|5|0|neutral or dissatisfied|47445|False
Female|Loyal Customer|11.0|Personal Travel|Eco Plus|160|3|3|3|55|neutral or dissatisfied|47446|False
Female|Loyal Customer|20.0|Business travel|Eco|1504|5|2|4|0|satisfied|47447|False
Female|Loyal Customer|51.0|Personal Travel|Eco|399|3|2|2|0|neutral or dissatisfied|47448|False
Female|Loyal Customer|29.0|Business travel|Business|602|2|4|5|44|neutral or dissatisfied|47449|False
Female|Loyal Customer|38.0|Business travel|Eco|147|4|2|5|44|satisfied|47450|False
Female|Loyal Customer|12.0|Personal Travel|Eco|616|3|3|4|6|neutral or dissatisfied|47451|False
Female|Loyal Customer|11.0|Personal Travel|Eco|1440|1|5|3|102|neutral or dissatisfied|47452|False
Male|Loyal Customer|47.0|Business travel|Business|2475|4|4|3|0|neutral or dissatisfied|47453|False
Male|Loyal Customer|45.0|Business travel|Business|2766|4|2|2|30|satisfied|47454|False
Male|Loyal Customer|10.0|Personal Travel|Eco|402|4|3|3|21|neutral or dissatisfied|47455|False
Male|Loyal Customer|26.0|Business travel|Business|3422|5|5|2|11|satisfied|47456|False
Male|Loyal Customer|60.0|Personal Travel|Eco|631|1|5|5|0|neutral or dissatisfied|47457|False
Female|disloyal Customer|12.0|Business travel|Eco|849|4|1|2|18|neutral or dissatisfied|47458|False
Male|Loyal Customer|72.0|Business travel|Business|2068|2|2|3|0|neutral or dissatisfied|47459|False
Male|Loyal Customer|56.0|Business travel|Eco Plus|102|4|5|2|0|satisfied|47460|False
Female|Loyal Customer|54.0|Personal Travel|Eco|2611|2|3|2|1|neutral or dissatisfied|47461|False
Male|Loyal Customer|12.0|Business travel|Eco|721|4|5|5|0|satisfied|47462|False
Female|Loyal Customer|40.0|Business travel|Business|3711|2|4|4|7|satisfied|47463|False
Male|Loyal Customer|23.0|Business travel|Business|719|3|2|2|35|neutral or dissatisfied|47464|False
Female|disloyal Customer|26.0|Business travel|Business|1047|5|5|2|0|neutral or dissatisfied|47465|False
Male|Loyal Customer|30.0|Business travel|Business|2672|5|4|3|0|satisfied|47466|False
Male|Loyal Customer|29.0|Business travel|Business|1774|4|3|3|0|satisfied|47467|False
Male|Loyal Customer|43.0|Business travel|Eco|362|2|4|5|10|neutral or dissatisfied|47468|False
Female|Loyal Customer|57.0|Business travel|Business|1768|4|4|4|8|satisfied|47469|False
Female|Loyal Customer|49.0|Business travel|Eco|1065|1|2|2|0|neutral or dissatisfied|47470|False
Female|disloyal Customer|38.0|Business travel|Business|581|5|5|2|3|satisfied|47471|False
Female|Loyal Customer|72.0|Business travel|Eco|599|5|4|4|75|neutral or dissatisfied|47472|False
Male|disloyal Customer|23.0|Business travel|Business|1235|3|3|2|7|satisfied|47473|False
Male|disloyal Customer|25.0|Business travel|Business|1416|5|4|4|0|satisfied|47474|False
Male|disloyal Customer|10.0|Business travel|Eco|979|5|4|4|13|neutral or dissatisfied|47475|False
Female|Loyal Customer|32.0|Business travel|Business|1633|5|5|5|0|satisfied|47476|False
Female|Loyal Customer|39.0|Personal Travel|Eco|158|4|4|3|0|neutral or dissatisfied|47477|False
Male|Loyal Customer|33.0|Business travel|Business|456|2|4|4|26|neutral or dissatisfied|47478|False
Female|disloyal Customer|23.0|Business travel|Eco|674|1|5|3|4|neutral or dissatisfied|47479|False
Male|disloyal Customer|23.0|Business travel|Business|549|3|3|5|67|satisfied|47480|False
Female|Loyal Customer|43.0|Business travel|Business|308|4|4|4|0|neutral or dissatisfied|47481|False
Male|Loyal Customer|31.0|Business travel|Business|319|4|5|1|1|satisfied|47482|False
Male|Loyal Customer|38.0|Business travel|Business|89|2|4|4|0|satisfied|47483|False
Female|Loyal Customer|33.0|Business travel|Eco Plus|929|5|1|3|0|satisfied|47484|False
Male|Loyal Customer|43.0|Business travel|Business|2989|2|4|4|0|satisfied|47485|False
Female|disloyal Customer|36.0|Business travel|Eco|771|3|4|3|12|neutral or dissatisfied|47486|False
Male|disloyal Customer|54.0|Business travel|Eco|1237|1|3|2|0|neutral or dissatisfied|47487|False
Male|Loyal Customer|39.0|Personal Travel|Business|390|1|1|4|0|satisfied|47488|False
Female|Loyal Customer|35.0|Business travel|Eco|395|2|4|1|0|neutral or dissatisfied|47489|False
Female|Loyal Customer|57.0|Personal Travel|Eco|873|4|2|3|0|neutral or dissatisfied|47490|False
Male|disloyal Customer|38.0|Business travel|Eco|258|2|3|1|0|neutral or dissatisfied|47491|False
Female|Loyal Customer|62.0|Personal Travel|Eco|599|5|3|1|1|neutral or dissatisfied|47492|False
Female|disloyal Customer|38.0|Business travel|Eco|207|5|5|2|0|neutral or dissatisfied|47493|False
Male|Loyal Customer|34.0|Business travel|Business|2657|4|5|5|0|satisfied|47494|False
Female|Loyal Customer|44.0|Personal Travel|Eco|990|4|3|4|0|neutral or dissatisfied|47495|False
Female|Loyal Customer|35.0|Business travel|Business|2454|2|3|3|1|neutral or dissatisfied|47496|False
Male|Loyal Customer|58.0|Personal Travel|Eco|393|3|3|4|15|neutral or dissatisfied|47497|False
Female|Loyal Customer|55.0|Personal Travel|Eco|406|3|2|1|100|neutral or dissatisfied|47498|False
Male|Loyal Customer|42.0|Business travel|Business|3791|2|5|5|0|satisfied|47499|False
Female|Loyal Customer|23.0|Business travel|Business|2182|5|1|3|0|satisfied|47500|False
Male|Loyal Customer|66.0|Personal Travel|Eco|595|5|4|1|0|neutral or dissatisfied|47501|False
Male|Loyal Customer|49.0|Personal Travel|Eco|725|1|2|2|0|neutral or dissatisfied|47502|False
Male|Loyal Customer|60.0|Business travel|Eco Plus|83|4|3|4|195|satisfied|47503|False
Female|Loyal Customer|15.0|Personal Travel|Eco|528|3|4|5|0|neutral or dissatisfied|47504|False
Male|Loyal Customer|69.0|Personal Travel|Eco|369|4|4|2|5|neutral or dissatisfied|47505|False
Female|Loyal Customer|52.0|Business travel|Business|1871|3|4|4|11|satisfied|47506|False
Male|Loyal Customer|39.0|Business travel|Eco|109|3|1|4|0|satisfied|47507|False
Female|Loyal Customer|9.0|Business travel|Eco|546|3|2|2|17|neutral or dissatisfied|47508|False
Male|Loyal Customer|50.0|Personal Travel|Eco Plus|929|5|3|3|0|neutral or dissatisfied|47509|False
Female|Loyal Customer|49.0|Personal Travel|Eco|751|4|5|4|0|neutral or dissatisfied|47510|False
Male|Loyal Customer|39.0|Business travel|Business|2974|3|4|4|0|satisfied|47511|False
Male|Loyal Customer|42.0|Business travel|Business|862|2|2|2|0|satisfied|47512|False
Female|Loyal Customer|61.0|Business travel|Business|3725|4|5|4|2|satisfied|47513|False
Male|disloyal Customer|22.0|Business travel|Eco|476|1|4|2|0|neutral or dissatisfied|47514|False
Female|disloyal Customer|39.0|Business travel|Business|157|1|3|4|0|neutral or dissatisfied|47515|False
Male|Loyal Customer|7.0|Personal Travel|Business|473|1|2|1|87|neutral or dissatisfied|47516|False
Male|Loyal Customer|7.0|Personal Travel|Eco|951|5|2|4|86|neutral or dissatisfied|47517|False
Male|Loyal Customer|17.0|Personal Travel|Eco|643|3|3|3|111|neutral or dissatisfied|47518|False
Male|disloyal Customer|27.0|Business travel|Business|590|4|4|4|0|neutral or dissatisfied|47519|False
Female|Loyal Customer|34.0|Personal Travel|Eco|1121|4|2|5|51|neutral or dissatisfied|47520|False
Female|disloyal Customer|27.0|Business travel|Business|304|2|1|3|16|neutral or dissatisfied|47521|False
Female|Loyal Customer|64.0|Business travel|Eco|120|5|1|2|49|satisfied|47522|False
Female|Loyal Customer|56.0|Business travel|Eco Plus|351|4|3|3|0|neutral or dissatisfied|47523|False
Male|Loyal Customer|35.0|Personal Travel|Eco|404|5|4|5|0|neutral or dissatisfied|47524|False
Female|disloyal Customer|25.0|Business travel|Eco|110|5|1|4|7|neutral or dissatisfied|47525|False
Female|disloyal Customer|52.0|Business travel|Eco|503|3|3|1|0|neutral or dissatisfied|47526|False
Male|Loyal Customer|50.0|Business travel|Business|3100|4|3|4|94|satisfied|47527|False
Male|Loyal Customer|17.0|Personal Travel|Business|822|4|4|5|0|neutral or dissatisfied|47528|False
Male|Loyal Customer|7.0|Personal Travel|Eco|925|3|5|4|0|neutral or dissatisfied|47529|False
Female|disloyal Customer|37.0|Business travel|Business|405|1|4|3|105|neutral or dissatisfied|47530|False
Male|Loyal Customer|58.0|Business travel|Business|337|2|2|2|48|satisfied|47531|False
Male|disloyal Customer|32.0|Business travel|Eco|772|2|3|3|126|neutral or dissatisfied|47532|False
Female|disloyal Customer|16.0|Business travel|Eco|757|1|2|5|0|satisfied|47533|False
Female|Loyal Customer|21.0|Personal Travel|Eco Plus|405|2|5|3|21|neutral or dissatisfied|47534|False
Male|Loyal Customer|39.0|Personal Travel|Eco|1587|1|1|3|7|neutral or dissatisfied|47535|False
Female|Loyal Customer|42.0|Business travel|Eco|566|3|4|5|0|satisfied|47536|False
Male|Loyal Customer|60.0|Business travel|Eco|1448|4|3|4|0|satisfied|47537|False
Male|Loyal Customer|52.0|Personal Travel|Eco|1303|4|4|3|0|satisfied|47538|False
Male|Loyal Customer|63.0|Personal Travel|Business|116|2|2|2|0|neutral or dissatisfied|47539|False
Male|Loyal Customer|44.0|Business travel|Eco|788|5|1|1|0|satisfied|47540|False
Female|disloyal Customer|35.0|Business travel|Eco|2565|3|3|3|0|neutral or dissatisfied|47541|False
Male|Loyal Customer|68.0|Personal Travel|Eco Plus|639|3|5|3|4|satisfied|47542|False
Male|Loyal Customer|7.0|Personal Travel|Eco Plus|226|1|3|3|0|neutral or dissatisfied|47543|False
Male|disloyal Customer|23.0|Business travel|Eco|987|1|3|3|0|satisfied|47544|False
Female|Loyal Customer|37.0|Personal Travel|Eco|834|2|4|5|1|satisfied|47545|False
Female|disloyal Customer|21.0|Business travel|Eco|192|1|5|4|0|satisfied|47546|False
Male|disloyal Customer|10.0|Business travel|Eco|834|2|2|4|0|neutral or dissatisfied|47547|False
Male|Loyal Customer|51.0|Business travel|Eco|214|1|2|3|0|neutral or dissatisfied|47548|False
Female|Loyal Customer|64.0|Business travel|Business|1857|3|1|1|38|neutral or dissatisfied|47549|False
Male|Loyal Customer|54.0|Business travel|Eco|314|2|4|1|0|neutral or dissatisfied|47550|False
Female|Loyal Customer|42.0|Personal Travel|Eco Plus|1379|2|4|3|19|neutral or dissatisfied|47551|False
Female|Loyal Customer|60.0|Business travel|Eco|631|2|3|3|296|neutral or dissatisfied|47552|False
Male|Loyal Customer|38.0|Business travel|Business|2205|5|2|5|104|satisfied|47553|False
Female|Loyal Customer|49.0|Business travel|Business|1723|4|4|4|0|satisfied|47554|False
Male|Loyal Customer|40.0|Business travel|Business|414|2|5|5|7|satisfied|47555|False
Male|Loyal Customer|11.0|Personal Travel|Eco|262|3|2|1|0|neutral or dissatisfied|47556|False
Male|Loyal Customer|45.0|Business travel|Business|2139|5|5|5|0|satisfied|47557|False
Female|Loyal Customer|53.0|Personal Travel|Eco|173|1|4|1|81|neutral or dissatisfied|47558|False
Female|Loyal Customer|67.0|Personal Travel|Eco|2586|2|3|4|0|neutral or dissatisfied|47559|False
Female|Loyal Customer|44.0|Business travel|Business|1628|1|5|5|16|satisfied|47560|False
Female|Loyal Customer|50.0|Business travel|Eco|1892|1|2|2|0|neutral or dissatisfied|47561|False
Female|Loyal Customer|46.0|Business travel|Business|594|4|5|5|37|satisfied|47562|False
Female|Loyal Customer|54.0|Business travel|Business|1735|3|2|2|7|neutral or dissatisfied|47563|False
Male|Loyal Customer|46.0|Business travel|Business|2453|5|3|4|0|satisfied|47564|False
Male|Loyal Customer|40.0|Business travel|Business|3693|5|4|4|0|satisfied|47565|False
Female|disloyal Customer|38.0|Business travel|Eco Plus|323|2|1|2|16|neutral or dissatisfied|47566|False
Male|Loyal Customer|40.0|Business travel|Business|2687|4|5|5|1|satisfied|47567|False
Female|disloyal Customer|20.0|Business travel|Eco|929|4|1|2|0|satisfied|47568|False
